"","incidentid","date","statuslabel","status2","state","latitude","longitude","agencytypelabel","agencytype2","sources"
"1",1586139,2020-01-01,"Nonfatal",2,"Louisiana",30.4075,-92.0526,"Local",1,"https://kadn.com/officer-involved-shooting-in-grand-coteau/ ,https://kadn.com/suspect-to-be-charged-with-attempted-first-degree-murder-in-grand-coteau-officer-involved-shooting/"
"2",1586651,2020-01-01,"Nonfatal",2,"Virginia",36.6448,-79.8752,"Local",1,"https://www.wdbj7.com/content/news/Large-police-presence--566641601.html ,https://www.nbc12.com/2020/01/02/officer-suspect-shot-near-virginia-apartment-complex/,https://www.wvnstv.com/news/local-news/martinsville-officer-and-suspect-airlifted-to-hospitals-after-police-chase-shootout/ ,https://www.wdbj7.com/content/news/Large-police-presence--566641601.html,https://www.wfxrtv.com/news/local-news/martinsville-police-involved-in-officer-shooting-on-jan-1-assigned-to-administrative-duty/"
"3",1588823,2020-01-05,"Fatal",1,"South Carolina",34.1932,-79.7282,"Local",1,"https://www.kiro7.com/news/trending/officer-involved-shooting-incident-south-carolina-regional-airport-police-say/Z2WTWRNTTFEPXBJJDRQRNU6LHY/ ,https://www.wistv.com/2020/01/05/sled-investigating-an-officer-involved-shooting-florence/ ,https://abcnews4.com/news/local/warrants-airport-police-officers-gun-found-on-suspect-after-killing"
"4",1590678,2020-01-06,"Nonfatal",2,"Minnesota",44.0761,-93.4947,"Local",1,"https://www.kcci.com/article/southern-minnesota-officer-shot-in-the-head-gravely-injured/30431361 ,https://www.kimt.com/content/news/Southern-Minnesota-police-officer-air-lifted-after-being-shot-566773521.html ,https://minnesota.cbslocal.com/2020/01/07/bca-officer-suspect-hospitalized-following-shooting-in-waseca/"
"5",1591029,2020-01-06,"Nonfatal",2,"Arizona",33.4552,-112.076,"Local",1,"https://www.abc15.com/news/region-phoenix-metro/central-phoenix/authorities-investigating-police-shooting-in-downtown-phoenix ,https://www.azcentral.com/videos/news/local/phoenix/2020/03/05/body-camera-footage-shows-officers-firing-xavier-rovie-dozen-times-after-he-shot-officer/4965240002/,https://www.12news.com/article/news/crime/ois-phoenix/75-1245d80a-6312-4e2e-ba51-ac7b2dfbe1a8"
"6",1592755,2020-01-09,"Nonfatal",2,"Tennessee",35.1805,-85.2664,"State",3,"https://wdef.com/2020/01/09/highway-27-shut-police-chase/ ,https://newschannel9.com/news/local/incident-shuts-down-highway-27-between-signal-mountain-rd-and-highway-153 ,https://www.timesfreepress.com/news/breakingnews/story/2020/jan/09/tennessee-highway-patrol-officer-shot-during-car-chase-us-highway-27/512629/,https://www.wrcbtv.com/story/41545022/update-suspects-in-hwy-27-chase-shootout-with-thp-troopers-bound-over,https://www.tennessean.com/story/news/2020/04/17/new-information-shows-what-prompted-january-police-shooting-chattanooga/5152038002/"
"7",1593649,2020-01-11,"Nonfatal",2,"Kentucky",37.0444,-83.4089,"Sheriff",2,"https://www.wkyt.com/content/news/Deputy-flown-to-hospital-after-shooting-in-Leslie-County-566905531.html ,https://www.nolangroupmedia.com/manchester_enterprise/clay-man-arrested-at-scene-of-deputy-shooting/article_cc5689d2-363b-11ea-b01d-ff07ab7a5391.html"
"8",1594347,2020-01-11,"Nonfatal",2,"Colorado",38.8471,-104.772,"Local",1,"https://www.thedenverchannel.com/news/colorado-springs-area/colorado-springs-officer-injured-in-shooting-during-traffic-stop-police-say ,https://www.kktv.com/content/news/Suspect-still-on-the-run-after-shooting-at-Springs-police-officers-566921871.html ,https://denver.cbslocal.com/2020/01/14/beau-becker-colorado-springs-randy-bishop/ ,https://www.fox21news.com/news/crime/randy-bishop-arrested-sunday-faces-16-charges-in-4-cases/"
"9",1594740,2020-01-11,"Nonfatal",2,"Texas",32.6374,-96.8422,"Special",4,"https://www.wfaa.com/article/news/local/child-in-critical-condition-after-being-shot-in-the-chest-dallas-police-say/287-c0b74b7b-14c8-4a7b-a2b3-09488e1a347e ,https://www.nbcdfw.com/news/local/juvenile-shot-inside-gym-at-basketball-game/2290801/,https://dfw.cbslocal.com/2020/01/12/dallas-isd-officer-grazed-by-bullet-at-high-school-basketball-game/,https://dfw.cbslocal.com/2020/01/18/teen-shot-at-high-school-basketball-game-dies-suspects-charges-upgraded-to-murder/"
"10",1595552,2020-01-13,"Nonfatal",2,"Indiana",41.597,-87.3702,"Local",1,"https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-gary-police-shooting-st-0114-20200114-yl6kxr5w25etzezgorjetow3we-story.html#nt=oft-Double%20Chain~Recommender~top-news-curated-chain~more-top-news-rec~~5~no-art~automated~curatedpage , https://www.nwitimes.com/news/local/crime-and-courts/update-woman-found-strangled-to-death-was-loving-mother-grandmother/article_6a2c0a0c-da9b-53f5-9ac9-9374cee345d6.html#tracking-source=home-top-story"
"11",1595552,2020-01-13,"Nonfatal",2,"Indiana",41.597,-87.3702,"Local",1,"https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-gary-police-shooting-st-0114-20200114-yl6kxr5w25etzezgorjetow3we-story.html#nt=oft-Double%20Chain~Recommender~top-news-curated-chain~more-top-news-rec~~5~no-art~automated~curatedpage,https://www.nwitimes.com/news/local/crime-and-courts/update-woman-found-strangled-to-death-was-loving-mother-grandmother/article_6a2c0a0c-da9b-53f5-9ac9-9374cee345d6.html#tracking-source=home-top-story"
"12",1596118,2020-01-12,"Nonfatal",2,"Missouri",37.1464,-94.3099,"State",3,"https://www.fourstateshomepage.com/news/joplin-news-first/man-dead-in-carthage-after-exchange-of-gunfire-with-officers/ ,https://www.ky3.com/content/news/Man-dies-in-shooting-after-police-chase-in-Carthage-Mo-566948061.html"
"13",1597629,2020-01-15,"Nonfatal",2,"Texas",32.6631,-97.2703,"Local",1,"https://www.dallasnews.com/news/2020/01/15/forest-hill-officer-hurt-suspect-dead-after-stealing-squad-car-police-say/ ,https://www.star-telegram.com/news/local/crime/article239364648.html"
"14",1600241,2020-01-19,"Fatal",1,"Hawaii",21.2598,-157.817,"Local",1,"https://www.hawaiinewsnow.com/2020/01/19/multiple-honolulu-police-officers-injured-shooting-near-diamond-head/,https://www.civilbeat.org/2020/01/still-more-questions-than-answers-surround-honolulu-police-officers-deaths/,https://apnews.com/article/5d059195deeb67f544c66491f248c2e8"
"15",1600241,2020-01-19,"Fatal",1,"Hawaii",21.2598,-157.817,"Local",1,"https://www.hawaiinewsnow.com/2020/01/19/multiple-honolulu-police-officers-injured-shooting-near-diamond-head/ ,https://www.civilbeat.org/2020/01/still-more-questions-than-answers-surround-honolulu-police-officers-deaths /,https://apnews.com/article/5d059195deeb67f544c66491f248c2e8"
"16",1601747,2020-01-20,"Nonfatal",2,"Arkansas",35.7673,-90.338,"Sheriff",2,"https://www.fox16.com/news/heavy-police-presence-in-craighead-county/ ,https://katv.com/news/local/deputy-injured-after-exchanging-gunfire-with-suspect-in-northeast-arkansas ,https://5newsonline.com/2020/01/22/deputy-injured-after-standoff-in-northeast-arkansas/"
"17",1605323,2020-01-25,"Nonfatal",2,"Mississippi",34.6982,-89.9812,"Local",1,"https://www.wlbt.com/2020/01/25/officer-involved-shooting-under-investigation-coldwater-miss/ ,https://wreg.com/2020/01/25/officer-shot-in-north-mississippi/"
"18",1608638,2020-01-29,"Nonfatal",2,"Illinois",41.8811,-87.7259,"Local",1,"https://chicago.suntimes.com/crime/2020/1/29/21114072/west-garfield-park-shooting-chicago-police-officer-hospital-wilcox-karlov ,http://wgntv.com/2020/01/29/chicago-police-officer-wounded-in-shooting/ ,https://chicago.suntimes.com/crime/2020/1/31/21116512/walter-johnson-charged-shooting-cpd-officer-witnessed-west-side-murder-devel-hill-madison-wilcox"
"19",1613869,2020-02-04,"Nonfatal",2,"Wisconsin",43.1063,-87.9475,"Local",1,"https://twitter.com/MilwaukeePolice/status/1224751245652635648 ,https://www.wisn.com/article/milwaukee-police-officer-shot-suspect-dead/30761675 ,https://fox6now.com/2020/02/04/lost-for-words-family-of-man-police-said-shot-wounded-mpd-officer-disputes-his-suicide/ ,https://fox6now.com/2020/02/07/milwaukee-police-identify-officer-shot-wounded-near-27th-and-fairmount/"
"20",1614513,2020-02-04,"Fatal",1,"Alabama",33.7642,-86.8307,"Local",1,"https://www.al.com/news/2020/02/kimberly-police-officer-shot-during-chase-on-i-65.html ,https://www.cullmantimes.com/news/shooting-death-of-kimberly-officer-leads-to-arrest-of-suspect/article_adcb55b0-4829-11ea-a9fe-cbdfa082e7b0.html ,https://www.odmp.org/officer/24395-police-officer-nick-orear ,https://whnt.com/news/alabama-man-indicted-in-fatal-shooting-of-kimberly-police-officer-nick-orear/"
"21",1614756,2020-02-05,"Fatal",1,"Florida",27.1257,-80.2814,"State",3,"https://www.nbcmiami.com/news/local/officer-involved-shooting-shuts-down-stretch-of-i-95-in-martin-county/2186831/ ,https://www.sun-sentinel.com/news/transportation/fl-ne-interstate-95-martin-county-20200205-wmve7h3whbef5cprexlc3f4ge4-story.html ,https://abcnews.go.com/US/wireStory/florida-trooper-dies-shooting-highway-rest-stop-68782256 ,https://www.wesh.com/article/palm-bay-man-accused-fatal-shooting-fhp-trooper/30798507 ,https://www.local10.com/news/local/2020/02/21/authorities-to-provide-update-on-investigation-into-fatal-shooting-of-trooper-on-i-95/"
"22",1615501,2020-02-05,"Nonfatal",2,"Maryland",39.2,-76.556,"Local",1,"https://wjla.com/news/local/officer-involved-shooting-anne-arundel-county ,https://baltimore.cbslocal.com/2020/02/06/scott-ballard-ian-preece-anne-arundel-county-police-shot-latest/ ,https://www.baltimoresun.com/maryland/anne-arundel/bs-md-ar-officer-involved-shooting-20200206-2zzk6r2byvfrjorcnfndjimmua-story.html ,https://www.thebaynet.com/articles/0220/suspect-wanted-for-murder-and-shooting-2-officers-captured-after-15-hour-manhunt-warrants-yield-drugs-.html"
"23",1615501,2020-02-05,"Nonfatal",2,"Maryland",39.2,-76.556,"Local",1,"https://wjla.com/news/local/officer-involved-shooting-anne-arundel-county,https://baltimore.cbslocal.com/2020/02/06/scott-ballard-ian-preece-anne-arundel-county-police-shot-latest/,https://www.baltimoresun.com/maryland/anne-arundel/bs-md-ar-officer-involved-shooting-20200206-2zzk6r2byvfrjorcnfndjimmua-story.html,https://www.thebaynet.com/articles/0220/suspect-wanted-for-murder-and-shooting-2-officers-captured-after-15-hour-manhunt-warrants-yield-drugs-.html"
"24",1615733,2020-02-06,"Nonfatal",2,"Texas",31.9935,-102.11,"Local",1,"https://www.yourbasin.com/local-news-2/mpd-officer-shot-in-the-line-of-duty/ ,https://www.newswest9.com/article/news/crime/midland-pd-officer-shot-during-disturbance-call/513-79eb7d4d-f18c-464e-b097-034d7552c411"
"25",1617128,2020-02-08,"Nonfatal",2,"Missouri",38.0659,-91.3933,"Local",1,"https://www.kmov.com/news/police-officer-shot-in-cuba-mo/article_1bf7c5ea-4ac4-11ea-9a53-df3cfd656c53.html?fbclid=IwAR1AS9AaCm67D3giSvJuXnX0eurxMnhf-hzKL0mVCccg2YMeM4WQ6E0cr0o ,https://krcgtv.com/news/local/one-dead-officer-injured-in-cuba-officer-involved-shooting,https://www.threeriverspublishing.com/TRP3/index.php?option=com_content&view=article&id=36904:cuba-police-officer-shot-on-saturday&catid=27:cuba-news&Itemid=200119"
"26",1617131,2020-02-08,"Nonfatal",2,"New York",40.8201,-73.8935,"Local",1,"https://twitter.com/nyc_alerts911/status/1226319835979800576?s=21,https://www.nydailynews.com/new-york/nyc-crime/ny-bronx-police-officer-shot-20200209-6nn2hmy5vjdlrnviu6nbvfhzi4-story.html ,https://twitter.com/nypdshea/status/1226566466549485574?s=21,https://abc7ny.com/5915007/"
"27",1617296,2020-02-09,"Nonfatal",2,"New York",40.8163,-73.8958,"Local",1,"https://twitter.com/loudlabsnyc/status/1226493894784741377?s=21 ,https://twitter.com/nyc_alerts911/status/1226493623228825602?s=21,https://abc7ny.com/5915007/"
"28",1617569,2020-02-09,"Nonfatal",2,"Georgia",32.6474,-83.7211,"Sheriff",2,"https://www.13wmaz.com/article/news/local/houston-county-deputy-man-injured-in-shooting/93-8e947104-4254-46f2-a91d-096fa83b0c20 ,https://wgxa.tv/news/local/houston-county-man-dies-of-injuries-after-previous-shootout-with-deputies"
"29",1617929,2020-02-08,"Nonfatal",2,"Alabama",33.4918,-86.6982,"Local",1,"https://www.wsfa.com/2020/02/09/man-killed-officer-injured-officer-involved-shooting-vestavia-hills/"
"30",1618223,2020-02-10,"Nonfatal",2,"Utah",40.7664,-111.882,"Local",1,"https://www.sltrib.com/news/2020/02/10/woman-killed-police/ ,https://kutv.com/news/local/documents-suspect-shot-woman-police-officer-then-fled-salt-lake-apartment,https://www.ksl.com/article/46720177/salt-lake-man-who-killed-girlfriend-shot-officer-says-he-lost-it-charges-say,https://www.deseret.com/utah/2020/9/4/21423023/salt-lake-police-officers-cleared-in-shooting-that-injured-murder-suspect"
"31",1619889,2020-02-12,"Nonfatal",2,"Maryland",39.3306,-76.533,"Local",1,"https://baltimore.cbslocal.com/2020/02/12/officers-shot-suspect-dead-baltimore-us-marshal-latest/ ,https://www.wbaltv.com/article/us-marshals-2-officers-shot-in-northeast-baltimore/30896131,https://foxbaltimore.com/news/city-in-crisis/breaking-report-of-us-marshall-shot-in-northeast-baltimore,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-shooting-20200212-q57alcw2vvd2zm7hxjicgvowz4-story.html,https://www.wbal.com/article/436359/124/police-after-fatal-standoff-that-wounded-2-officers-suspects-weapon-recovered-fully-loaded"
"32",1619889,2020-02-12,"Nonfatal",2,"Maryland",39.3306,-76.533,"Local",1,"https://baltimore.cbslocal.com/2020/02/12/officers-shot-suspect-dead-baltimore-us-marshal-latest/,https://www.wbaltv.com/article/us-marshals-2-officers-shot-in-northeast-baltimore/30896131,https://foxbaltimore.com/news/city-in-crisis/breaking-report-of-us-marshall-shot-in-northeast-baltimore,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-shooting-20200212-q57alcw2vvd2zm7hxjicgvowz4-story.html,https://www.wbal.com/article/436359/124/police-after-fatal-standoff-that-wounded-2-officers-suspects-weapon-recovered-fully-loaded"
"33",1620769,2020-02-12,"Nonfatal",2,"Georgia",33.7935,-84.5833,"Local",1,"https://gbi.georgia.gov/press-releases/2020-02-13/gbi-investigates-officer-involved-shooting-cobb-county ,https://patch.com/georgia/marietta/police-involved-shooting-cobb-officer-released-hospital"
"34",1620772,2020-02-13,"Nonfatal",2,"District of Columbia",38.9431,-77.0217,"Local",1,"https://twitter.com/alanhenney/status/1228096972910944258 ,https://www.popville.com/2020/02/petworth-shots-fired/ ,https://mpdc.dc.gov/release/mpd-officer-involved-shooting-700-block-varnum-street-northwest"
"35",1621778,2020-02-13,"Nonfatal",2,"Arkansas",35.0281,-90.7936,"Local",1,"https://katv.com/news/local/forest-city-police-investigating-shooting-at-walmart ,https://www.wmcactionnews5.com/2020/03/18/officer-injured-forrest-city-walmart-shooting-released-hospital/"
"36",1621778,2020-02-13,"Nonfatal",2,"Arkansas",35.0281,-90.7936,"Local",1,"https://katv.com/news/local/forest-city-police-investigating-shooting-at-walmart,https://www.wmcactionnews5.com/2020/03/18/officer-injured-forrest-city-walmart-shooting-released-hospital/"
"37",1622928,2020-02-17,"Fatal",1,"Arizona",34.1288,-109.946,"Local",1,"https://www.abc15.com/news/region-northern-az/white-mountain-apache-tribe-police-officer-killed-in-line-of-duty ,://www.azfamily.com/news/white-mountain-apache-police-officer-david-kellywood-shot-killed-monday/article_d529bd7c-519d-11ea-9cf5-73e272ef61e0.html ,https://www.pinalcentral.com/arizona_news/tribal-officer-suspect-killed-in-eastern-arizona-shooting/article_4436b5a2-e7b0-5af9-8085-64cfefc23c4a.htmlhttps://www.wmicentral.com/suspect-in-police-officer-s-death-identified-not-confirmed/article_915f0afb-3f1d-5108-a5fe-58d5871eea3d.html ,https://www.azfamily.com/news/arizona-woman-says-son-was-involved-in-deadly-shooting-of/article_59b6ce00-52c4-11ea-adfb-9b8fb3be6d84.html#tncms-source=block-contextual-fallback"
"38",1623577,2020-02-16,"Nonfatal",2,"Alaska",61.2169,-149.889,"Local",1,"https://alaska-native-news.com/one-suspect-dead-apd-officer-wounded-during-early-morning-traffic-stop/47502/ ,https://www.ktva.com/story/41733186/apd-person-killed-in-officerinvolved-shooting-was-16yearold ,https://www.alaskasnewssource.com/content/news/Family-pushes-to-reopen-investigation-into-February-officer-involved-shooting-571125211.html"
"39",1625553,2020-02-20,"Nonfatal",2,"Idaho",43.6335,-116.693,"Local",1,"https://www.idahostatesman.com/news/local/community/canyon-county/article240495336.html ,https://www.ktvb.com/article/news/crime/police-multiple-victims-in-caldwell-officer-involved-shooting-suspect-dead/277-ec20fd88-3a39-4b89-858d-c90320e2dc63 ,https://www.ktvb.com/article/news/crime/police-3-shooting-victims-in-stable-condition-after-caldwell-murder-suicide/277-fd5be1e7-0710-42cc-ab6f-5352a747b5dd"
"40",1628695,2020-02-25,"Fatal",1,"South Carolina",33.999,-80.4229,"Sheriff",2,"https://www.wistv.com/2020/02/25/deputy-killed-line-duty-while-serving-eviction-order-sumter-county-house/ ,https://www.foxcarolina.com/news/sc-deputy-was-shot-killed-while-serving-eviction-notice/article_42a5889e-5807-11ea-b8ae-9fa433e5f8c7.html,https://wpde.com/newsletter-daily/officials-sumter-county-deputy-shot-taken-to-hospital ,https://www.wltx.com/article/news/local/sumter-county-deputy-andrew-gillette-killed-line-of-duty-father-husband/101-8580fe04-ced3-43ed-bf3f-d8cf27e9f8cd,https://www.wjbf.com/ap-top-news/sc-sheriffs-deputy-is-fatally-shot-serving-eviction-notice/"
"41",1629343,2020-02-25,"Nonfatal",2,"Texas",30.6628,-97.6796,"Local",1,"https://www.kxan.com/news/local/williamson-county/2-georgetown-pd-officers-shot-suspect-killed/,https://www.statesman.com/news/20200226/teen-killed-2-officers-hurt-in-georgetown-shootout,https://www.khou.com/article/news/local/williamson-county/georgetown-officer-involved-shooting-suspect-killed-2-injured/269-42dbad6d-8905-47d2-a338-e02171f3c6ff"
"42",1629343,2020-02-25,"Nonfatal",2,"Texas",30.6628,-97.6796,"Local",1,"https://www.kxan.com/news/local/williamson-county/2-georgetown-pd-officers-shot-suspect-killed/ ,https://www.statesman.com/news/20200226/teen-killed-2-officers-hurt-in-georgetown-shootout ,https://www.khou.com/article/news/local/williamson-county/georgetown-officer-involved-shooting-suspect-killed-2-injured/269-42dbad6d-8905-47d2-a338-e02171f3c6ff"
"43",1631020,2020-02-29,"Nonfatal",2,"Pennsylvania",39.926,-77.6239,"State",3,"https://6abc.com/5975480/"
"44",1634098,2020-03-03,"Nonfatal",2,"Idaho",47.7045,-116.938,"Local",1,"https://www.idahostatejournal.com/news/local/officer-shot-suspect-dead-after-north-idaho-standoff/article_a601ef26-56f7-58ef-9523-190ea998e616.html ,https://www.kxly.com/deputies-still-searching-for-suspect-who-shot-police-officer-in-post-falls/"
"45",1634633,2020-03-05,"Nonfatal",2,"Pennsylvania",40.4643,-79.9803,"Local",1,"https://www.wpxi.com/news/local/allegheny-county/live-updates-1-suspect-dead-multiple-people-custody-after-pittsburgh-police-officer-shot/H5FEWMGUUVGOVPW6CERYORL7WY/ ,https://triblive.com/local/pittsburgh-allegheny/man-killed-by-pittsburgh-police-fired-at-least-2-rounds-at-detectives/"
"46",1637729,2020-03-10,"Fatal",1,"Arkansas",34.4988,-93.0585,"Local",1,"https://www.nwahomepage.com/news/shooting-in-hot-springs/ ,https://www.thv11.com/article/news/crime/officer-involved-shooting-on-kenwood-street-in-hot-springs/91-753ebe79-4bfd-4cab-afac-3210b1f9e2b7 ,https://www.kark.com/news/watch-live-news-conference-update-on-tuesday-killing-of-hot-springs-police-dept-officer/ ,https://www.kark.com/news/local-news/flags-ordered-to-half-staff-in-memory-of-slain-arkansas-police-officer/ ,https://www.hotsr.com/news/2020/mar/14/police-officer-s-funeral-set-for-monday/"
"47",1638097,2020-03-11,"Nonfatal",2,"Alabama",33.4942,-86.8524,"Local",1,"https://www.yourerie.com/news/national-news/alabama-officer-injured-in-shooting-in-birmingham-heavy-police-presence-at-scene/ ,https://www.al.com/news/2020/03/birmingham-police-officer-shot-suspect-in-custody.html ,https://www.al.com/news/birmingham/2020/03/40-year-old-felon-charged-in-shooting-of-birmingham-police-officer.html"
"48",1638119,2020-03-11,"Nonfatal",2,"California",36.7652,-119.755,"Sheriff",2,"https://www.fresnobee.com/news/local/crime/article241115131.html"
"49",1638898,2020-03-13,"Fatal",1,"Pennsylvania",40.0233,-75.0768,"Local",1,"https://www.fox43.com/article/news/philadelphia-police-officer-shooting/521-a23ac441-463a-4df9-a56c-60988347ae53 ,https://6abc.com/philadelphia-police-swat-officer-shot-killed-while-serving-warrant/6009203/ ,https://philly.metro.us/philadelphia-police-provide-crime-updates/"
"50",1640317,2020-03-15,"Fatal",1,"Missouri",37.1578,-93.2289,"Local",1,"https://www.news-leader.com/story/news/crime/2020/03/16/springfield-police-respond-active-shooting-incident-1-dead/5056941002/ ,https://www.ky3.com/content/news/Incident-at-Kum--Go-closes-East-Chestnut-near-highway-65-568823461.html,https://www.springfieldmo.gov/CivicAlerts.aspx?AID=6579 ,https://www.news-leader.com/story/news/crime/2020/06/01/kum-n-go-springfield-missouri-shooting-warrant-mental-health/5309045002/"
"51",1640317,2020-03-15,"Nonfatal",2,"Missouri",37.1578,-93.2289,"Local",1,"https://www.news-leader.com/story/news/crime/2020/03/16/springfield-police-respond-active-shooting-incident-1-dead/5056941002/,https://www.ky3.com/content/news/Incident-at-Kum--Go-closes-East-Chestnut-near-highway-65-568823461.html,https://www.springfieldmo.gov/CivicAlerts.aspx?AID=6579,https://www.news-leader.com/story/news/crime/2020/06/01/kum-n-go-springfield-missouri-shooting-warrant-mental-health/5309045002/"
"52",1640353,2020-03-15,"Nonfatal",2,"Illinois",42.377,-88.0813,"Local",1,"https://chicago.suntimes.com/crime/2020/3/15/21181166/round-lake-beach-officer-shot-intervening-domestic-battery ,https://chicago.suntimes.com/crime/2020/3/17/21183409/alan-quintana-cruz-charged-shooting-round-lake-beach-police-officer-lake-county"
"53",1640858,2020-03-16,"Nonfatal",2,"Louisiana",30.5026,-90.4109,"Sheriff",2,"https://www.wwltv.com/article/news/crime/deputy-shot-still-arrests-home-invasion-suspect-sheriff-says/289-52e823cb-52ba-43bb-b389-1e448dd039c0"
"54",1641184,2020-03-17,"Nonfatal",2,"Georgia",33.7826,-84.3802,"Local",1,"https://www.ajc.com/news/crime--law/breaking-atlanta-officer-involved-shooting-near-piedmont-park/qIqOhQMq9vEPhKACeu6rvM/"
"55",1641184,2020-03-17,"Nonfatal",2,"Georgia",33.7826,-84.3802,"Local",1,"https://www.ajc.com/news/crime--law/breaking-atlanta-officer-involved-shooting-near-piedmont-park/qIqOhQMq9vEPhKACeu6rvM/"
"56",1643685,2020-03-21,"Nonfatal",2,"Missouri",38.447,-90.9066,"Sheriff",2,"https://www.kmov.com/news/franklin-county-deputies-injured-while-exchanging-shots-with-suspect-authorities/article_20612aa2-6bf0-11ea-94f1-e3ba2c12d91c.html ,https://www.kshb.com/news/local-news/2-deputies-and-suspect-shot-near-st-clair-missouri,https://www.ksdk.com/article/news/local/franklin-county-shooting-missouri/63-f8d4e5b7-85d4-48de-8223-926bd30eb0c2 ,https://www.stltoday.com/news/local/crime-and-courts/st-louis-man-dies-from-wounds-in-shootout-with-franklin/article_db1083c4-f4d3-5c43-a480-3addb4802b48.html,https://www.emissourian.com/local_news/county/man-killed-in-police-shooting-identified/article_935f33fe-75ce-11ea-b269-37e6ac13f918.html"
"57",1643685,2020-03-21,"Nonfatal",2,"Missouri",38.447,-90.9066,"Sheriff",2,"https://www.kmov.com/news/franklin-county-deputies-injured-while-exchanging-shots-with-suspect-authorities/article_20612aa2-6bf0-11ea-94f1-e3ba2c12d91c.html,https://www.kshb.com/news/local-news/2-deputies-and-suspect-shot-near-st-clair-missouri,https://www.ksdk.com/article/news/local/franklin-county-shooting-missouri/63-f8d4e5b7-85d4-48de-8223-926bd30eb0c2,https://www.stltoday.com/news/local/crime-and-courts/st-louis-man-dies-from-wounds-in-shootout-with-franklin/article_db1083c4-f4d3-5c43-a480-3addb4802b48.html,https://www.emissourian.com/local_news/county/man-killed-in-police-shooting-identified/article_935f33fe-75ce-11ea-b269-37e6ac13f918.html"
"58",1644837,2020-03-24,"Nonfatal",2,"Georgia",33.5412,-84.3655,"Local",1,"https://www.ajc.com/news/crime--law/clayton-county-officer-involved-shooting-outside-jonesboro/bZJjiOm5vnonYOtOCwO4NO/ ,https://www.ajc.com/news/teen-accused-of-shooting-clayton-officer-idd-as-victim-in-fiery-crash/WO5PXJTCHNAELK4VZFTKXGNRXY/"
"59",1645725,2020-03-24,"Nonfatal",2,"Oklahoma",36.6849,-94.8013,"State",3,"https://www.chron.com/news/crime/article/Man-killed-Oklahoma-trooper-wounded-after-15156846.php ,https://www.tulsaworld.com/news/local/crime-and-courts/state-trooper-injured-during-standoff-in-fairland/article_cc1d03c5-0cd2-5ad3-b33e-3eaf517c7eb9.html ,https://www.fourstateshomepage.com/news/homicide-investigation-in-fairland/,https://www.joplinglobe.com/news/crime_and_courts/man-killed-two-injured-including-state-trooper-in-fairland-shooting/article_f3fd1cce-6f7c-11ea-81b7-dfb256e6d3ec.html"
"60",1645894,2020-03-25,"Nonfatal",2,"Nevada",36.2053,-115.966,"Sheriff",2,"https://news3lv.com/news/local/deputy-injured-suspect-deceased-following-shooting-in-pahrump ,https://www.8newsnow.com/news/local-news/suspect-shot-in-officer-involved-shooting/ ,https://www.kolotv.com/content/news/Pahrump-Body-camera-video-released-of-suspect-who-shot-detective-569191021.html ,https://twitter.com/NyeSheriff/status/1243742126845743104"
"61",1646383,2020-03-26,"Nonfatal",2,"West Virginia",38.9228,-79.8468,"Local",1,"https://www.theintermountain.com/news/local-news/2020/03/officer-shot-in-downtown-elkins/ ,https://www.wboy.com/top-stories/elkins-officer-flown-to-ruby-memorial-after-being-shot-suspect-in-custody/"
"62",1646677,2020-03-27,"Fatal",1,"Nevada",39.2534,-114.874,"State",3,"https://www.8newsnow.com/news/local-news/nhp-trooper-shot-in-white-pine-county-suspect-at-large/ ,https://www.nevadaappeal.com/news/nevada-highway-patrol-trooper-shot-manhunt-on-near-ely/,https://kutv.com/news/local/manhunt-underway-for-suspect-who-shot-nevada-trooper-near-ely ,https://www.facebook.com/NevadaHighwayPatrol/posts/3082581531793102,https://kutv.com/news/nation-world/nevada-mourns-sergeant-shot-and-killed-by-motorist-suspect-in-custody ,https://www.reviewjournal.com/crime/courts/suspect-in-nevada-troopers-killing-linked-to-suspicious-package-1994831/,https://www.kolotv.com/content/news/Man-accused-of-killing-Nev-trooper-was-paranoid-over-coronavirus-court-documents-say-569311151.html ,https://elkodaily.com/news/local/man-charged-with-murder-in-death-of-nhp-sergeant/article_038d6fb0-6ad4-5946-8d9c-b61d93c42d63.html#tracking-source=home-top-story-1 ,https://elkodaily.com/news/local/nhp-murder-suspect-to-undergo-mental-health-evaluation/article_b2bea8c3-5d08-599d-a6fe-1d4c14536909.html"
"63",1646993,2020-03-26,"Nonfatal",2,"New York",42.6021,-76.177,"Local",1,"https://cnycentral.com/news/local/report-police-officer-shot-in-cortland ,https://cortlandstandard.net/2020/03/27/cortland-cop-shot-on-elm-street-stand-off-ongoing/?fbclid=IwAR0nhoDpYzngsPtlTTrQr9HEZ46ih-D-YR2QjXMwPgyuBIZo_aMzJJ3N8v4 ,https://www.pressconnects.com/story/news/local/2020/03/28/cortland-police-officer-shot-suspect-standoff/2932231001/"
